"# ""Tabelle f�r Zeitbereich: 01.01.2020 00:00 bis 01.01.2023 00:00""";;;;;;;;
"# ""Quelle""";;;;;;;;
Datum;Zeit;BOTT SO2 1H Mittelwert [痢/m設;BUCH SO2 1H Mittelwert [痢/m設;DATT SO2 1H Mittelwert [痢/m設;DUB2 SO2 1H Mittelwert [痢/m設;DWER SO2 1H Mittelwert [痢/m設;EVOG SO2 1H Mittelwert [痢/m設;WALS SO2 1H Mittelwert [痢/m設
05.06.2022;09:00;14;<10;<10;11;;13;<10
05.06.2022;10:00;16;<10;<10;12;;<10;10
05.06.2022;11:00;<10;<10;<10;<10;;<10;<10
05.06.2022;12:00;<10;<10;<10;<10;;<10;<10
05.06.2022;13:00;<10;<10;<10;<10;;<10;<10
05.06.2022;14:00;<10;<10;<10;<10;;<10;<10
05.06.2022;15:00;<10;<10;<10;<10;;<10;<10
05.06.2022;16:00;<10;<10;<10;<10;;<10;
05.06.2022;17:00;<10;<10;<10;<10;;<10;<10
05.06.2022;18:00;<10;<10;<10;<10;;<10;<10
05.06.2022;19:00;20;<10;<10;<10;;<10;12
05.06.2022;20:00;12;<10;<10;<10;;<10;<10
05.06.2022;21:00;<10;<10;<10;<10;;<10;<10
05.06.2022;22:00;<10;19;<10;<10;;<10;<10
05.06.2022;23:00;<10;;<10;<10;;<10;<10
05.06.2022;24:00:00;<10;14;;<10;;<10;<10
06.06.2022;01:00;<10;12;<10;<10;;<10;<10
06.06.2022;02:00;<10;15;<10;<10;;<10;<10
06.06.2022;03:00;<10;14;<10;<10;;<10;<10
06.06.2022;04:00;<10;12;<10;<10;;<10;<10
06.06.2022;05:00;<10;<10;<10;;;<10;<10
06.06.2022;06:00;<10;<10;<10;;;<10;<10
06.06.2022;07:00;<10;<10;<10;;;<10;<10
06.06.2022;08:00;<10;<10;<10;;;<10;<10
06.06.2022;09:00;<10;<10;<10;;;<10;<10
06.06.2022;10:00;11;<10;<10;;;10;<10
06.06.2022;11:00;<10;<10;<10;;;<10;<10
06.06.2022;12:00;<10;<10;<10;;;<10;<10
06.06.2022;13:00;<10;<10;<10;;;<10;<10
06.06.2022;14:00;17;<10;<10;;;<10;<10
06.06.2022;15:00;<10;<10;<10;;;<10;<10
06.06.2022;16:00;<10;<10;<10;;;<10;<10
06.06.2022;17:00;<10;<10;<10;;;<10;
06.06.2022;18:00;<10;17;<10;;;<10;<10
06.06.2022;19:00;<10;22;<10;;;<10;<10
06.06.2022;20:00;<10;<10;<10;;;<10;<10
06.06.2022;21:00;<10;<10;<10;;;<10;<10
06.06.2022;22:00;<10;<10;<10;;;<10;<10
06.06.2022;23:00;<10;<10;<10;;;<10;<10
06.06.2022;24:00:00;<10;;<10;;;<10;<10
07.06.2022;01:00;11;<10;;;;<10;
07.06.2022;02:00;<10;<10;<10;;;<10;
07.06.2022;03:00;12;<10;<10;;;<10;
07.06.2022;04:00;11;<10;<10;;;<10;
07.06.2022;05:00;<10;<10;<10;;;<10;
07.06.2022;06:00;<10;<10;<10;;;<10;
07.06.2022;07:00;<10;<10;<10;12;;<10;
07.06.2022;08:00;<10;<10;<10;<10;;<10;
07.06.2022;09:00;<10;<10;10;15;;<10;
07.06.2022;10:00;<10;15;<10;<10;;<10;
07.06.2022;11:00;<10;<10;<10;18;;12;
07.06.2022;12:00;<10;22;<10;18;;<10;
07.06.2022;13:00;<10;23;<10;20;;<10;
07.06.2022;14:00;<10;<10;<10;20;;<10;
07.06.2022;15:00;10;<10;<10;<10;;<10;
07.06.2022;16:00;37;<10;<10;<10;;<10;
07.06.2022;17:00;17;<10;<10;<10;;<10;
07.06.2022;18:00;19;<10;<10;<10;;<10;
07.06.2022;19:00;13;<10;<10;<10;;<10;
07.06.2022;20:00;<10;<10;<10;<10;;<10;
07.06.2022;21:00;<10;<10;<10;<10;;<10;
07.06.2022;22:00;<10;<10;<10;<10;;<10;
07.06.2022;23:00;<10;<10;<10;<10;;<10;
07.06.2022;24:00:00;<10;<10;<10;<10;;<10;
08.06.2022;01:00;<10;;<10;<10;;<10;
08.06.2022;02:00;<10;<10;;<10;;<10;
08.06.2022;03:00;<10;<10;<10;<10;;<10;
08.06.2022;04:00;<10;<10;<10;<10;;<10;
08.06.2022;05:00;<10;<10;<10;<10;;<10;
08.06.2022;06:00;<10;<10;<10;<10;;<10;
08.06.2022;07:00;<10;<10;<10;;;<10;
08.06.2022;08:00;<10;<10;<10;16;;<10;
08.06.2022;09:00;<10;<10;<10;<10;;<10;
08.06.2022;10:00;<10;<10;<10;<10;;<10;
08.06.2022;11:00;25;<10;<10;11;;<10;23
08.06.2022;12:00;32;<10;<10;<10;;13;22
08.06.2022;13:00;<10;<10;<10;<10;;<10;<10
08.06.2022;14:00;<10;<10;<10;<10;;<10;<10
08.06.2022;15:00;<10;<10;<10;<10;;<10;<10
08.06.2022;16:00;<10;<10;<10;<10;;<10;<10
08.06.2022;17:00;<10;<10;<10;<10;;<10;120
08.06.2022;18:00;20;<10;<10;<10;;<10;68
08.06.2022;19:00;<10;12;<10;<10;;<10;<10
08.06.2022;20:00;<10;17;<10;<10;;<10;<10
08.06.2022;21:00;<10;<10;<10;<10;;<10;<10
08.06.2022;22:00;<10;<10;<10;<10;;<10;<10
08.06.2022;23:00;<10;<10;<10;<10;;<10;<10
08.06.2022;24:00:00;<10;<10;<10;<10;;<10;<10
09.06.2022;01:00;<10;<10;<10;<10;;<10;<10
09.06.2022;02:00;<10;;<10;<10;;<10;<10
09.06.2022;03:00;<10;<10;;<10;;<10;<10
09.06.2022;04:00;<10;<10;<10;<10;;<10;<10
09.06.2022;05:00;<10;<10;<10;<10;;<10;<10
09.06.2022;06:00;<10;16;<10;<10;;<10;<10
09.06.2022;07:00;<10;28;<10;<10;;<10;<10
09.06.2022;08:00;<10;11;<10;;;<10;<10
09.06.2022;09:00;<10;<10;<10;19;;<10;<10
09.06.2022;10:00;<10;<10;<10;14;;<10;<10
09.06.2022;11:00;<10;<10;<10;11;;<10;
09.06.2022;12:00;<10;13;<10;13;;<10;<10
09.06.2022;13:00;11;10;<10;11;;13;<10
09.06.2022;14:00;<10;<10;<10;11;;<10;<10
09.06.2022;15:00;<10;22;<10;14;;<10;<10
09.06.2022;16:00;<10;<10;<10;17;;<10;<10
09.06.2022;17:00;18;<10;<10;<10;;12;<10
09.06.2022;18:00;17;<10;<10;<10;;10;<10
09.06.2022;19:00;<10;<10;<10;13;;<10;<10
09.06.2022;20:00;<10;<10;<10;11;;11;<10
09.06.2022;21:00;<10;<10;<10;<10;;<10;<10
09.06.2022;22:00;<10;<10;<10;<10;;<10;<10
09.06.2022;23:00;<10;<10;<10;<10;;<10;<10
09.06.2022;24:00:00;<10;<10;<10;<10;;<10;<10
10.06.2022;01:00;<10;<10;<10;<10;;<10;<10
10.06.2022;02:00;<10;<10;<10;<10;;<10;<10
10.06.2022;03:00;<10;;<10;<10;;<10;<10
10.06.2022;04:00;<10;<10;;<10;;<10;<10
10.06.2022;05:00;<10;<10;<10;<10;;<10;<10
10.06.2022;06:00;14;<10;<10;<10;;<10;10
10.06.2022;07:00;<10;<10;<10;<10;;<10;19
10.06.2022;08:00;<10;<10;<10;<10;;<10;64
10.06.2022;09:00;<10;<10;<10;;;<10;10
10.06.2022;10:00;10;<10;<10;17;;<10;<10
10.06.2022;11:00;16;<10;<10;11;;<10;16
10.06.2022;12:00;29;<10;<10;11;;<10;17
10.06.2022;13:00;29;<10;<10;<10;;<10;29
10.06.2022;14:00;22;<10;<10;<10;;15;28
10.06.2022;15:00;21;<10;<10;<10;;<10;<10
10.06.2022;16:00;16;<10;<10;<10;;<10;<10
10.06.2022;17:00;<10;<10;<10;<10;;<10;<10
10.06.2022;18:00;13;<10;<10;<10;;<10;<10
10.06.2022;19:00;12;<10;<10;<10;;<10;<10
10.06.2022;20:00;<10;<10;<10;<10;;<10;19
10.06.2022;21:00;<10;<10;<10;<10;;<10;49
10.06.2022;22:00;<10;<10;<10;<10;;<10;56
10.06.2022;23:00;<10;<10;<10;<10;;<10;<10
10.06.2022;24:00:00;<10;<10;<10;<10;;<10;<10
11.06.2022;01:00;<10;<10;<10;<10;;<10;<10
11.06.2022;02:00;<10;<10;<10;<10;;<10;<10
11.06.2022;03:00;<10;<10;<10;<10;;<10;<10
11.06.2022;04:00;<10;;<10;<10;;<10;<10
11.06.2022;05:00;<10;13;;<10;;<10;<10
11.06.2022;06:00;<10;<10;<10;<10;;<10;<10
11.06.2022;07:00;22;<10;<10;<10;;<10;<10
11.06.2022;08:00;11;<10;<10;<10;;<10;<10
11.06.2022;09:00;<10;<10;<10;41;;21;<10
11.06.2022;10:00;23;<10;<10;;;12;<10
11.06.2022;11:00;12;<10;<10;30;;<10;<10
11.06.2022;12:00;<10;<10;16;10;;<10;<10
11.06.2022;13:00;<10;<10;11;12;;<10;<10
11.06.2022;14:00;<10;<10;11;14;;15;<10
11.06.2022;15:00;10;<10;10;34;;;<10
11.06.2022;16:00;11;<10;<10;54;;<10;<10
11.06.2022;17:00;<10;<10;<10;36;;<10;<10
11.06.2022;18:00;<10;<10;<10;24;;<10;<10
11.06.2022;19:00;<10;<10;<10;35;;<10;<10
11.06.2022;20:00;<10;<10;<10;<10;;<10;<10
11.06.2022;21:00;<10;<10;<10;<10;;<10;<10
11.06.2022;22:00;<10;<10;<10;<10;;<10;<10
11.06.2022;23:00;<10;<10;<10;<10;;<10;<10
11.06.2022;24:00:00;<10;<10;<10;<10;;<10;<10
12.06.2022;01:00;<10;<10;<10;<10;;<10;<10
12.06.2022;02:00;<10;<10;<10;<10;;<10;<10
12.06.2022;03:00;<10;<10;<10;<10;;<10;<10
12.06.2022;04:00;<10;<10;<10;<10;;<10;<10
12.06.2022;05:00;<10;;<10;<10;;<10;<10
12.06.2022;06:00;<10;<10;;<10;;<10;<10
12.06.2022;07:00;<10;<10;<10;<10;;<10;<10
12.06.2022;08:00;17;<10;<10;<10;;<10;<10
12.06.2022;09:00;<10;10;16;<10;;16;<10
12.06.2022;10:00;<10;<10;14;24;;11;<10
12.06.2022;11:00;<10;<10;<10;;;<10;<10
12.06.2022;12:00;<10;<10;13;26;;<10;<10
12.06.2022;13:00;<10;<10;<10;33;;<10;<10
12.06.2022;14:00;<10;<10;<10;54;;<10;<10
12.06.2022;15:00;<10;<10;<10;50;;<10;<10
12.06.2022;16:00;<10;<10;<10;18;;;<10
12.06.2022;17:00;<10;<10;<10;18;;<10;<10
12.06.2022;18:00;<10;<10;<10;13;;<10;<10
12.06.2022;19:00;<10;<10;<10;<10;;<10;<10
12.06.2022;20:00;<10;<10;<10;<10;;<10;<10
12.06.2022;21:00;<10;<10;<10;<10;;<10;<10
12.06.2022;22:00;<10;<10;<10;<10;;<10;<10
12.06.2022;23:00;<10;<10;<10;11;;<10;<10
12.06.2022;24:00:00;<10;<10;<10;11;;<10;<10
13.06.2022;01:00;<10;<10;<10;17;;<10;<10
13.06.2022;02:00;12;<10;<10;16;;<10;<10
13.06.2022;03:00;<10;<10;<10;<10;;<10;<10
13.06.2022;04:00;<10;<10;<10;<10;;<10;<10
13.06.2022;05:00;<10;<10;<10;<10;;<10;<10
13.06.2022;06:00;<10;;<10;<10;;<10;<10
13.06.2022;07:00;<10;<10;;<10;;<10;<10
13.06.2022;08:00;<10;12;<10;<10;;<10;<10
13.06.2022;09:00;<10;<10;<10;16;;<10;<10
13.06.2022;10:00;<10;<10;<10;18;;<10;<10
13.06.2022;11:00;;<10;<10;<10;;<10;<10
13.06.2022;12:00;;<10;<10;;;<10;<10
13.06.2022;13:00;;<10;<10;11;;<10;<10
13.06.2022;14:00;;<10;<10;<10;;<10;<10
13.06.2022;15:00;<10;<10;<10;<10;;<10;<10
13.06.2022;16:00;<10;<10;<10;17;;<10;<10
13.06.2022;17:00;<10;<10;<10;<10;;;<10
13.06.2022;18:00;<10;<10;<10;23;;<10;<10
13.06.2022;19:00;<10;<10;<10;15;;<10;<10
13.06.2022;20:00;<10;<10;<10;<10;;<10;<10
13.06.2022;21:00;<10;<10;<10;13;;<10;<10
13.06.2022;22:00;<10;<10;<10;14;;<10;<10
13.06.2022;23:00;<10;<10;<10;<10;;<10;<10
13.06.2022;24:00:00;<10;<10;<10;<10;;<10;<10
14.06.2022;01:00;<10;<10;<10;<10;;<10;<10
14.06.2022;02:00;<10;<10;<10;<10;;<10;<10
14.06.2022;03:00;<10;<10;<10;<10;;<10;<10
14.06.2022;04:00;<10;<10;<10;<10;;<10;<10
14.06.2022;05:00;<10;<10;<10;<10;;<10;<10
14.06.2022;06:00;<10;<10;<10;<10;;<10;<10
14.06.2022;07:00;<10;;<10;<10;;<10;<10
14.06.2022;08:00;<10;<10;;<10;;<10;<10
14.06.2022;09:00;<10;15;<10;16;;12;<10
14.06.2022;10:00;<10;30;<10;26;;15;<10
14.06.2022;11:00;<10;31;<10;66;;12;<10
14.06.2022;12:00;<10;33;<10;110;;14;<10
14.06.2022;13:00;<10;32;<10;;;12;<10
14.06.2022;14:00;<10;17;<10;19;;11;<10
14.06.2022;15:00;;<10;<10;<10;;14;<10
14.06.2022;16:00;11;<10;<10;<10;;<10;<10
14.06.2022;17:00;<10;12;<10;11;;<10;13
14.06.2022;18:00;<10;13;<10;11;;;<10
14.06.2022;19:00;<10;<10;<10;<10;;<10;<10
14.06.2022;20:00;<10;<10;<10;<10;;<10;<10
14.06.2022;21:00;<10;<10;<10;<10;;<10;<10
14.06.2022;22:00;<10;<10;<10;<10;;<10;<10
14.06.2022;23:00;<10;<10;<10;<10;;<10;<10
14.06.2022;24:00:00;<10;<10;<10;<10;;<10;<10
15.06.2022;01:00;<10;<10;<10;<10;;<10;<10
15.06.2022;02:00;<10;<10;<10;<10;;<10;<10
15.06.2022;03:00;<10;<10;<10;15;;<10;<10
15.06.2022;04:00;<10;<10;<10;12;;<10;<10
15.06.2022;05:00;<10;<10;<10;<10;;<10;<10
15.06.2022;06:00;<10;<10;<10;<10;;<10;<10
15.06.2022;07:00;<10;<10;<10;13;;<10;<10
15.06.2022;08:00;11;;<10;14;;<10;<10
15.06.2022;09:00;<10;10;;<10;;<10;11
15.06.2022;10:00;<10;<10;<10;<10;;<10;<10
15.06.2022;11:00;<10;11;<10;10;;<10;<10
15.06.2022;12:00;<10;11;<10;<10;;<10;<10
15.06.2022;13:00;<10;<10;<10;13;;<10;<10
15.06.2022;14:00;<10;<10;<10;;;<10;<10
15.06.2022;15:00;<10;19;<10;46;;<10;<10
15.06.2022;16:00;<10;32;<10;38;;<10;<10
15.06.2022;17:00;<10;19;<10;31;;<10;<10
15.06.2022;18:00;<10;18;<10;21;;<10;<10
15.06.2022;19:00;<10;11;<10;14;;;<10
15.06.2022;20:00;<10;<10;<10;42;;<10;<10
15.06.2022;21:00;<10;<10;<10;32;;<10;<10
15.06.2022;22:00;<10;<10;<10;26;;<10;<10
15.06.2022;23:00;<10;<10;<10;30;;<10;<10
15.06.2022;24:00:00;<10;<10;<10;15;;<10;<10
16.06.2022;01:00;<10;<10;<10;<10;;<10;<10
16.06.2022;02:00;<10;<10;<10;<10;;<10;<10
16.06.2022;03:00;<10;<10;<10;<10;;<10;<10
16.06.2022;04:00;<10;<10;<10;<10;;<10;<10
16.06.2022;05:00;<10;<10;<10;<10;;<10;<10
16.06.2022;06:00;<10;<10;<10;<10;;<10;<10
16.06.2022;07:00;<10;11;<10;<10;;<10;<10
16.06.2022;08:00;<10;<10;<10;<10;;<10;<10
16.06.2022;09:00;<10;;<10;<10;;<10;<10
16.06.2022;10:00;<10;<10;;<10;;<10;<10
16.06.2022;11:00;<10;<10;<10;<10;;<10;<10
16.06.2022;12:00;<10;<10;<10;21;;<10;<10
16.06.2022;13:00;<10;<10;<10;17;;<10;<10
16.06.2022;14:00;<10;<10;<10;12;;<10;<10
16.06.2022;15:00;<10;<10;<10;;;<10;<10
16.06.2022;16:00;<10;14;<10;25;;<10;<10
16.06.2022;17:00;<10;<10;<10;34;;<10;<10
16.06.2022;18:00;<10;<10;<10;56;;<10;<10
16.06.2022;19:00;<10;<10;<10;26;;<10;<10
16.06.2022;20:00;<10;<10;<10;82;;;<10
16.06.2022;21:00;<10;<10;<10;78;;<10;<10
16.06.2022;22:00;<10;<10;<10;<10;;<10;<10
16.06.2022;23:00;<10;<10;<10;<10;;<10;<10
16.06.2022;24:00:00;<10;<10;<10;<10;;<10;<10
17.06.2022;01:00;<10;<10;<10;<10;;<10;<10
17.06.2022;02:00;<10;<10;<10;<10;;<10;<10
17.06.2022;03:00;<10;<10;<10;<10;;<10;<10
17.06.2022;04:00;<10;<10;<10;<10;;<10;<10
17.06.2022;05:00;<10;<10;<10;<10;;<10;<10
17.06.2022;06:00;<10;<10;<10;<10;;<10;<10
17.06.2022;07:00;<10;<10;<10;<10;;<10;<10
17.06.2022;08:00;<10;<10;<10;14;;<10;<10
17.06.2022;09:00;<10;<10;<10;<10;;<10;<10
17.06.2022;10:00;<10;;<10;<10;;<10;<10
17.06.2022;11:00;<10;<10;;<10;;<10;<10
17.06.2022;12:00;<10;<10;<10;<10;;<10;11
17.06.2022;13:00;15;<10;<10;<10;;<10;31
17.06.2022;14:00;14;<10;<10;<10;;<10;34
17.06.2022;15:00;21;<10;<10;<10;;<10;36
17.06.2022;16:00;21;<10;<10;;;<10;12
17.06.2022;17:00;14;<10;<10;12;;<10;<10
17.06.2022;18:00;<10;<10;<10;21;;<10;<10
17.06.2022;19:00;11;<10;<10;<10;;<10;<10
17.06.2022;20:00;<10;<10;<10;<10;;<10;<10
17.06.2022;21:00;<10;<10;<10;<10;;;<10
17.06.2022;22:00;<10;<10;<10;<10;;<10;<10
17.06.2022;23:00;<10;<10;<10;<10;;<10;<10
17.06.2022;24:00:00;<10;<10;<10;<10;;<10;28
18.06.2022;01:00;<10;<10;<10;<10;;<10;42
18.06.2022;02:00;<10;<10;<10;<10;;<10;126
18.06.2022;03:00;<10;<10;<10;<10;;<10;76
18.06.2022;04:00;<10;<10;<10;12;;<10;21
18.06.2022;05:00;<10;<10;<10;13;;<10;20
18.06.2022;06:00;<10;<10;<10;10;;<10;<10
18.06.2022;07:00;<10;<10;<10;<10;;<10;11
18.06.2022;08:00;<10;<10;13;<10;;<10;<10
18.06.2022;09:00;<10;<10;22;<10;;<10;<10
18.06.2022;10:00;11;<10;14;<10;;14;<10
18.06.2022;11:00;19;;14;<10;;<10;<10
18.06.2022;12:00;11;<10;;17;;12;<10
18.06.2022;13:00;<10;11;17;<10;;11;<10
18.06.2022;14:00;<10;<10;15;<10;;10;<10
18.06.2022;15:00;<10;<10;11;17;;<10;<10
18.06.2022;16:00;;<10;17;15;;<10;<10
18.06.2022;17:00;;<10;12;;;<10;<10
18.06.2022;18:00;;<10;<10;16;;<10;<10
18.06.2022;19:00;;<10;<10;14;;<10;<10
18.06.2022;20:00;;<10;<10;<10;;<10;<10
18.06.2022;21:00;;<10;<10;<10;;<10;<10
18.06.2022;22:00;<10;<10;<10;<10;;;<10
18.06.2022;23:00;<10;<10;<10;<10;;;<10
18.06.2022;24:00:00;<10;<10;<10;<10;;;<10
19.06.2022;01:00;<10;<10;<10;<10;;;<10
19.06.2022;02:00;<10;<10;<10;<10;;;<10
19.06.2022;03:00;<10;<10;<10;<10;;;<10
19.06.2022;04:00;<10;<10;<10;<10;;;<10
19.06.2022;05:00;<10;<10;<10;124;;;<10
19.06.2022;06:00;<10;<10;<10;95;;;<10
19.06.2022;07:00;<10;<10;<10;38;;;<10
19.06.2022;08:00;<10;<10;<10;<10;;;<10
19.06.2022;09:00;<10;<10;<10;24;;;<10
19.06.2022;10:00;<10;<10;<10;47;;<10;<10
19.06.2022;11:00;<10;14;<10;69;;<10;<10
19.06.2022;12:00;<10;;<10;21;;<10;<10
19.06.2022;13:00;<10;16;;15;;<10;<10
19.06.2022;14:00;<10;20;<10;15;;<10;<10
19.06.2022;15:00;<10;<10;<10;29;;<10;<10
19.06.2022;16:00;<10;<10;<10;13;;<10;<10
19.06.2022;17:00;<10;<10;<10;16;;<10;<10
19.06.2022;18:00;<10;<10;<10;;;<10;<10
19.06.2022;19:00;<10;<10;<10;81;;<10;<10
19.06.2022;20:00;<10;<10;<10;104;;<10;<10
19.06.2022;21:00;<10;<10;<10;20;;<10;<10
19.06.2022;22:00;<10;<10;<10;10;;<10;
19.06.2022;23:00;<10;<10;<10;<10;;<10;
19.06.2022;24:00:00;<10;<10;<10;<10;;<10;
20.06.2022;01:00;<10;<10;<10;<10;;<10;
20.06.2022;02:00;<10;<10;<10;<10;;<10;
20.06.2022;03:00;<10;<10;<10;<10;;<10;
20.06.2022;04:00;<10;<10;<10;<10;;<10;
20.06.2022;05:00;<10;<10;<10;123;;<10;
20.06.2022;06:00;<10;<10;<10;106;;<10;
20.06.2022;07:00;<10;<10;<10;32;;<10;<10
20.06.2022;08:00;<10;<10;<10;109;;<10;<10
20.06.2022;09:00;<10;<10;<10;173;;<10;<10
20.06.2022;10:00;<10;;<10;74;;;<10
20.06.2022;11:00;<10;;<10;37;;<10;<10
20.06.2022;12:00;<10;<10;<10;31;;<10;<10
20.06.2022;13:00;<10;<10;<10;34;;<10;<10
20.06.2022;14:00;<10;<10;;18;;<10;<10
20.06.2022;15:00;<10;<10;<10;34;;<10;<10
20.06.2022;16:00;<10;<10;<10;13;;<10;<10
20.06.2022;17:00;<10;<10;<10;31;;<10;<10
20.06.2022;18:00;<10;<10;<10;<10;;<10;<10
20.06.2022;19:00;<10;<10;<10;;;<10;<10
20.06.2022;20:00;<10;<10;<10;17;;<10;<10
20.06.2022;21:00;;<10;<10;<10;;<10;<10
20.06.2022;22:00;;<10;<10;<10;;<10;<10
20.06.2022;23:00;;<10;<10;25;;<10;<10
20.06.2022;24:00:00;<10;<10;<10;98;;<10;<10
21.06.2022;01:00;<10;<10;<10;21;;<10;<10
21.06.2022;02:00;<10;<10;<10;<10;;<10;<10
21.06.2022;03:00;<10;<10;<10;<10;;<10;<10
21.06.2022;04:00;<10;<10;<10;11;;<10;<10
21.06.2022;05:00;<10;<10;<10;<10;;<10;<10
21.06.2022;06:00;<10;<10;<10;<10;;<10;<10
21.06.2022;07:00;<10;<10;<10;<10;;<10;
21.06.2022;08:00;<10;<10;<10;<10;;<10;12
21.06.2022;09:00;<10;<10;<10;<10;;<10;11
21.06.2022;10:00;;<10;<10;<10;;<10;<10
21.06.2022;11:00;;<10;<10;<10;;;<10
21.06.2022;12:00;;;<10;<10;;<10;12
21.06.2022;13:00;12;<10;<10;<10;;<10;11
21.06.2022;14:00;<10;<10;<10;11;;<10;<10
21.06.2022;15:00;<10;<10;;11;;<10;<10
21.06.2022;16:00;<10;<10;<10;10;;<10;<10
21.06.2022;17:00;<10;<10;<10;11;;<10;<10
21.06.2022;18:00;<10;<10;<10;<10;;<10;<10
21.06.2022;19:00;<10;<10;<10;<10;;<10;<10
21.06.2022;20:00;<10;<10;<10;;;<10;<10
21.06.2022;21:00;<10;<10;<10;20;;<10;<10
21.06.2022;22:00;<10;<10;<10;37;;<10;<10
21.06.2022;23:00;<10;<10;<10;26;;<10;<10
21.06.2022;24:00:00;<10;<10;<10;19;;<10;<10
22.06.2022;01:00;<10;<10;<10;11;;<10;<10
22.06.2022;02:00;<10;<10;<10;11;;<10;<10
22.06.2022;03:00;<10;<10;<10;11;;<10;<10
22.06.2022;04:00;<10;<10;<10;11;;<10;<10
22.06.2022;05:00;<10;<10;<10;<10;;<10;<10
22.06.2022;06:00;<10;<10;<10;<10;;<10;<10
22.06.2022;07:00;<10;<10;<10;<10;;<10;<10
22.06.2022;08:00;<10;<10;<10;12;;<10;
22.06.2022;09:00;<10;<10;<10;15;;<10;<10
22.06.2022;10:00;<10;26;<10;11;;<10;<10
22.06.2022;11:00;<10;<10;<10;<10;;<10;<10
22.06.2022;12:00;<10;<10;<10;<10;;;<10
22.06.2022;13:00;<10;;<10;<10;;<10;<10
22.06.2022;14:00;<10;<10;<10;11;;<10;<10
22.06.2022;15:00;<10;<10;<10;<10;;<10;<10
22.06.2022;16:00;<10;<10;;<10;;<10;<10
22.06.2022;17:00;<10;<10;<10;<10;;<10;<10
22.06.2022;18:00;<10;<10;<10;10;;<10;<10
22.06.2022;19:00;<10;<10;<10;<10;;<10;<10
22.06.2022;20:00;<10;<10;<10;<10;;<10;<10
22.06.2022;21:00;<10;<10;<10;;;<10;<10
22.06.2022;22:00;<10;<10;<10;<10;;<10;<10
22.06.2022;23:00;<10;<10;<10;<10;;<10;<10
22.06.2022;24:00:00;<10;<10;<10;<10;;<10;<10
23.06.2022;01:00;<10;<10;<10;<10;;<10;<10
23.06.2022;02:00;<10;<10;<10;<10;;<10;<10
23.06.2022;03:00;<10;<10;<10;11;;<10;<10
23.06.2022;04:00;<10;<10;<10;13;;<10;<10
23.06.2022;05:00;<10;<10;<10;<10;;<10;<10
23.06.2022;06:00;<10;<10;<10;<10;;<10;<10
23.06.2022;07:00;<10;<10;<10;10;;<10;<10
23.06.2022;08:00;<10;<10;<10;<10;;<10;<10
23.06.2022;09:00;<10;<10;14;;;<10;
23.06.2022;10:00;<10;<10;10;;;<10;<10
23.06.2022;11:00;<10;<10;<10;;;<10;<10
23.06.2022;12:00;<10;<10;<10;;;<10;<10
23.06.2022;13:00;<10;<10;<10;;;;<10
23.06.2022;14:00;<10;;<10;;;<10;<10
23.06.2022;15:00;<10;<10;<10;<10;;<10;<10
23.06.2022;16:00;<10;<10;<10;<10;;<10;<10
23.06.2022;17:00;<10;<10;;<10;;<10;<10
23.06.2022;18:00;<10;<10;<10;<10;;<10;<10
23.06.2022;19:00;<10;<10;<10;<10;;<10;<10
23.06.2022;20:00;<10;<10;<10;<10;;<10;<10
23.06.2022;21:00;<10;<10;<10;<10;;<10;<10
23.06.2022;22:00;<10;<10;<10;<10;;<10;<10
23.06.2022;23:00;<10;<10;<10;<10;;<10;<10
23.06.2022;24:00:00;<10;14;<10;19;;<10;<10
24.06.2022;01:00;10;<10;10;13;;<10;<10
24.06.2022;02:00;<10;<10;<10;<10;;<10;<10
24.06.2022;03:00;<10;<10;<10;<10;;<10;<10
24.06.2022;04:00;<10;<10;<10;<10;;<10;<10
24.06.2022;05:00;<10;<10;<10;<10;;<10;<10
24.06.2022;06:00;<10;<10;<10;<10;;<10;<10
24.06.2022;07:00;<10;<10;<10;<10;;<10;<10
24.06.2022;08:00;<10;<10;<10;<10;;<10;<10
24.06.2022;09:00;<10;<10;<10;<10;;<10;<10
24.06.2022;10:00;<10;<10;<10;<10;;<10;
24.06.2022;11:00;<10;<10;<10;<10;;<10;<10
24.06.2022;12:00;<10;<10;<10;<10;;<10;<10
24.06.2022;13:00;<10;<10;<10;<10;;<10;<10
24.06.2022;14:00;<10;<10;<10;<10;;;<10
24.06.2022;15:00;<10;;<10;;;<10;<10
24.06.2022;16:00;<10;<10;<10;;;<10;<10
24.06.2022;17:00;<10;<10;<10;;;<10;<10
24.06.2022;18:00;<10;<10;;;;<10;<10
24.06.2022;19:00;<10;<10;<10;;;<10;<10
24.06.2022;20:00;<10;<10;<10;;;<10;<10
24.06.2022;21:00;<10;<10;<10;;;<10;19
24.06.2022;22:00;<10;<10;<10;;;<10;42
24.06.2022;23:00;<10;<10;<10;;;<10;43
24.06.2022;24:00:00;<10;<10;<10;;;<10;20
25.06.2022;01:00;<10;<10;<10;;;<10;24
25.06.2022;02:00;14;<10;<10;;;<10;<10
25.06.2022;03:00;<10;<10;<10;;;<10;<10
25.06.2022;04:00;12;<10;<10;;;<10;<10
25.06.2022;05:00;<10;<10;<10;;;<10;<10
25.06.2022;06:00;<10;<10;<10;;;<10;<10
25.06.2022;07:00;<10;<10;<10;;;<10;15
25.06.2022;08:00;10;<10;<10;;;<10;109
25.06.2022;09:00;13;<10;<10;;;<10;40
